user,t,item,feat_0,feat_1
4655,3,5249,78,0
4655,4,6124,2227,44
4655,5,9088,2847,2
4655,6,9145,825,0
4655,7,9145,825,0
4655,7,9145,825,0
4655,7,9145,825,0
4655,7,7283,3519,0
4655,7,5249,78,0
4655,8,9145,825,0
4655,9,9145,825,0
4655,9,9145,825,0
4655,9,9145,825,0
4655,9,9145,825,0
4655,10,2859,3030,0
4655,10,9145,825,0
4655,10,9145,825,0
4655,10,9145,825,0
4655,11,9145,825,0
4655,12,2859,3030,0
4655,13,9145,825,0
4655,14,9145,825,0
4655,14,9481,781,0
4655,14,9145,825,0
4655,15,9145,825,0
4655,15,9145,825,0
4655,15,9145,825,0
4655,15,2859,3030,0
4655,16,2859,3030,0
4655,17,9145,825,0
4655,18,9145,825,0
4655,18,2859,3030,0
4655,18,9145,825,0
4655,19,9145,825,0
3251,0,6842,2823,44
3251,1,3691,4771,51
3251,1,3691,4771,51
3251,1,4341,4771,51
3251,2,1331,3895,31
3251,3,3389,445,44
3251,4,8073,1999,45
3251,5,7642,4317,67
3251,5,7642,4317,67
3251,6,613,2133,51
3251,6,6145,3775,33
3251,7,7681,1018,32
3251,8,8796,269,14
3251,8,198,269,47
3251,8,5973,269,14
3251,8,3766,269,14
3251,8,7456,269,47
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,9,7077,3972,60
3251,10,5981,152,23
3251,11,1508,4106,52
3251,12,8856,3293,29
3251,13,7746,3074,60
3251,13,8522,3074,60
3251,13,4940,3074,60
3251,13,3061,3074,60
3251,14,5171,3204,23
1668,0,7941,2917,12
1668,0,7941,2917,12
1668,1,4855,487,25
1668,2,1000,4222,20
1668,2,3689,4222,20
1668,3,7195,4222,20
1668,3,5990,4222,20
1668,3,9576,4222,20
1668,3,9576,4222,20
1668,3,5060,4222,20
1668,3,7441,4222,20
1668,3,3908,4222,20
1668,4,3486,4702,63
1668,5,4017,487,25
1668,6,7941,2917,12
1668,6,7941,2917,12
1668,7,623,4373,29
1668,8,8842,3539,58
1668,8,5026,3539,66
1668,8,8842,3539,58
8223,0,7612,3649,17
8223,0,7612,3649,17
8223,1,2958,2281,9
8223,2,9157,2867,57
8223,2,9157,2867,57
8223,3,6311,3218,9
8223,4,7052,1327,20
8223,5,1625,1916,52
8223,5,1625,1916,52
8223,5,1625,1916,52
8223,6,9020,2359,44
8223,7,8779,3515,51
8223,8,7612,3649,17
8223,9,5270,2359,44
8223,9,9020,2359,44
8223,9,973,4067,57
8223,10,6733,3792,44
8223,11,618,2359,44
8223,12,7612,3649,17
8223,12,7612,3649,17
8223,13,476,2359,44
8223,14,3698,1736,32
8223,15,7612,3649,17
8223,16,1294,701,20
8223,17,4026,2020,57
8223,17,4366,2020,57
8223,17,2326,2020,57
1245,0,6963,78,0
1245,1,1609,2045,20
1245,1,1609,2045,20
1245,2,3529,1257,50
1245,3,1403,2616,20
1245,4,372,1007,0
1245,4,2952,1007,0
1245,5,4707,1324,63
1245,5,4707,1324,63
1245,5,4707,1324,63
1245,5,8728,1324,63
1245,5,8728,1324,63
1245,6,393,1989,0
7248,0,950,4537,12
7248,1,5888,2204,55
7248,1,5888,2204,55
4544,0,9317,3785,47
4544,1,2956,1147,20
4544,1,2956,1147,20
4544,2,8388,916,20
4544,2,7151,916,20
4544,2,4708,916,20
4544,2,5442,2262,20
4544,2,1735,916,20
4544,2,1735,916,20
4544,2,2956,1147,20
4544,3,2956,1147,20
4544,3,2956,1147,20
4544,4,7612,3649,17
4544,5,3729,716,31
4544,6,2434,1088,58
4544,6,2434,1088,58
4544,6,2434,1088,58
4544,6,2434,1088,58
4544,6,2434,1088,58
7745,0,2036,3487,55
7745,1,7612,3649,17
7745,2,7612,3649,17
7745,3,8491,4222,20
7745,3,7749,4222,20
7745,4,7612,3649,17
7745,5,8064,3387,66
7843,0,2184,2359,44
7843,0,8352,4196,44
7843,1,1768,660,15
7843,2,7071,3798,1
7843,3,9745,1012,36
7843,3,7432,1012,36
7843,4,8599,1012,36
7843,4,8599,1012,36
7843,4,1977,1012,36
6567,0,8314,4405,63
6567,1,3248,1149,0
6567,2,4971,4452,14
4864,0,6975,3876,30
4864,1,9679,2349,20
4864,2,1831,95,32
4864,2,1337,796,59
4864,3,871,3940,51
4864,4,9223,1067,11
4864,5,2119,2246,0
4864,6,2887,289,63
4864,7,9598,2303,32
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,8,2003,82,51
4864,9,3243,3832,51
4864,10,546,1602,47
4864,11,3923,3244,0
4864,12,8662,1347,0
4864,13,5577,4235,42
6800,0,7244,4730,58
6800,0,4285,591,2
6800,1,2673,1554,52
6800,1,2673,1554,52
6800,1,8635,2803,52
6800,2,6652,297,50
6800,2,8868,1630,0
6800,2,9128,2420,0
6800,3,8714,4130,64
6800,3,8714,4130,64
6800,4,2797,3186,9
6800,5,5681,181,0
6800,5,1104,4141,58
6800,5,1104,4141,58
6800,5,1104,4141,58
6800,6,6909,1554,52
6800,7,587,4377,0
8986,0,5100,4765,32
8986,1,2878,269,14
8986,1,3282,269,14
8986,1,7320,269,14
8986,1,6919,269,14
8986,1,4207,269,14
8986,2,1018,269,14
8986,2,8773,269,14
8986,2,3914,269,14
8986,2,8978,269,14
8986,2,4207,269,14
8986,3,631,269,14
8986,3,4207,269,14
8986,3,3362,269,14
8986,3,3282,269,14
8986,3,2386,269,14
8986,3,1087,269,14
8986,4,8795,269,14
8986,4,6873,269,14
8986,4,3842,269,14
8986,4,5960,269,14
8986,4,3150,269,14
8986,4,6541,269,14
8986,4,5884,269,14
8986,4,4207,269,14
8986,5,7320,269,14
8986,5,4207,269,14
8986,5,3766,269,14
8986,5,9596,269,14
8986,5,5869,269,14
8986,5,6213,269,47
8986,5,7139,269,14
8986,5,7185,269,14
8986,5,2069,269,14
8986,6,3766,269,14
8986,6,1793,269,14
8986,6,8796,269,14
8986,6,2725,269,14
8986,6,9193,269,14
8986,6,4207,269,14
8986,6,5960,269,14
8986,6,5973,269,14
8986,7,9628,3922,47
8986,8,2810,269,47
8986,8,7098,269,14
8986,8,4495,269,14
8986,8,1430,269,14
8986,8,2069,269,14
8986,9,7251,269,14
8986,9,1536,269,14
8986,9,2069,269,14
8986,9,2676,269,14
8986,9,2464,269,14
8986,9,163,269,14
9132,0,3011,3015,35
9682,0,4647,2905,62
9682,0,8999,3182,57
9682,0,8999,3182,57
9682,0,8999,3182,57
9682,0,8999,3182,57
9682,0,8999,3182,57
9682,1,1961,3007,20
9682,2,9720,2201,57
9682,2,9720,2201,57
9682,2,9720,2201,57
9682,3,1313,3515,51
9682,4,5986,844,12
9682,5,1309,2665,52
9682,6,1313,3515,51
9682,7,2275,4331,45
9682,7,5986,844,12
9682,8,6656,398,23
9682,8,2630,398,57
9682,9,3864,4053,22
9682,10,8716,2482,58
9682,10,8716,2482,58
4594,0,5649,85,39
4594,1,7315,2149,63
4594,1,7315,2149,63
4594,1,7315,2149,63
4594,1,7315,2149,63
4594,1,7315,2149,63
4594,1,4779,2925,64
4594,2,8872,1102,0
4594,2,8222,1251,51
4594,2,7349,1596,54
4594,2,3567,1251,51
4594,3,5648,3318,57
4594,4,2981,1047,2
4594,4,2981,1047,2
379,0,3302,2925,64
379,0,3302,2925,64
379,1,7530,796,59
379,2,7829,4066,20
379,3,371,1861,44
379,3,8039,4436,64
379,4,6540,4595,42
379,5,1916,3077,67
379,6,1224,4159,27
379,7,2656,2324,44
379,7,1209,224,64
379,8,1854,3603,63
379,9,6067,3799,30
379,9,636,4317,30
379,10,8630,2578,32
379,11,486,4226,21
379,12,6377,1750,29
379,13,7612,3649,17
379,14,3717,540,17
379,14,3717,540,17
379,15,7612,3649,17
379,16,1110,4774,36
379,17,8552,2710,20
5134,0,5100,4765,32
5134,1,5074,2142,20
5134,1,5100,4765,32
5134,2,8930,3057,9
5134,3,8186,3057,9
5134,4,8403,2980,9
5134,5,1863,1372,58
5134,6,2954,1012,32
5134,6,3775,1012,32
5134,7,707,4098,57
5134,8,488,688,20
5134,9,1152,405,45
5134,10,9274,3552,44
5134,11,412,4427,38
1678,0,2006,3051,32
1678,1,3850,2033,66
1678,1,3850,2033,66
1678,1,3850,2033,66
1678,2,3850,2033,66
1678,2,3850,2033,66
1678,2,3850,2033,66
1678,2,3850,2033,66
1678,3,3850,2033,66
1678,3,3850,2033,66
1678,3,3850,2033,66
1678,3,3850,2033,66
1678,3,3850,2033,66
1678,3,3850,2033,66
1678,4,361,2458,42
1678,5,2693,2722,57
1678,5,4473,3318,57
1678,5,4473,3318,57
1678,6,7803,156,43
1678,7,3850,2033,66
1678,7,3850,2033,66
1678,7,3850,2033,66
1678,8,287,265,0
1678,9,6844,1237,66
1678,9,6844,1237,66
4777,0,9456,2066,32
4777,0,6995,2066,32
4777,1,5924,3961,57
4777,1,234,3961,57
4777,2,2518,2315,16
4777,3,3600,11,63
7815,0,6053,1704,58
7815,1,3898,3836,18
7815,1,3898,3836,18
7815,1,3898,3836,18
7815,2,1863,1372,58
7815,2,1863,1372,58
7815,2,1863,1372,58
7815,3,7302,404,15
7815,3,4027,3448,65
7815,4,6302,4534,20
6048,0,740,3416,58
6048,1,2772,1165,0
6048,2,5457,2468,42
6048,3,8552,2710,20
6048,3,7351,3622,20
6048,4,1947,857,50
6048,4,1947,857,50
6048,4,1947,857,50
6048,5,7751,2927,57
6048,5,7751,2927,57
6261,0,5839,1671,60
6261,1,7451,4262,58
6261,1,7451,4262,58
6261,2,4002,1374,58
6261,2,4002,1374,58
6261,2,1910,1374,58
6261,3,5811,4300,20
6261,4,7612,3649,17
6261,5,5568,4105,32
4160,0,1163,1635,58
4160,0,1163,1635,58
4160,1,1687,913,50
4160,1,9353,913,50
4160,1,9353,913,50
4160,1,9353,913,50
4160,1,9353,913,50
4160,1,9353,913,50
4160,1,9353,913,50
4160,2,6541,269,14
4160,2,631,269,14
4160,2,2201,269,14
4160,2,7329,269,14
4160,3,233,2279,20
4160,3,3295,2279,20
4160,4,7139,269,14
4160,4,3009,269,14
4160,4,3518,269,14
4160,4,9689,269,14
4160,4,1691,269,14
4160,4,5748,269,14
4160,5,9689,269,14
4160,5,3390,269,14
4160,5,1441,269,14
4160,5,3766,269,14
4160,6,8978,269,14
4160,6,7139,269,14
4160,6,3857,269,14
4160,6,9193,269,14
4160,6,7521,269,14
4160,6,7329,269,14
4160,6,1323,269,14
4160,7,7251,269,14
4160,7,4207,269,14
4160,7,3518,269,14
4160,7,1430,269,14
4160,7,8903,269,14
4160,8,3252,4611,22
4160,8,3252,4611,22
4160,8,3252,4611,22
4160,9,6469,2909,66
4160,9,6469,2909,66
4160,9,6469,2909,66
4160,10,5056,269,14
4160,10,453,269,47
4160,10,3390,269,14
4160,10,4207,269,14
4160,10,5733,269,14
4160,10,3803,269,14
4160,11,8966,1208,59
4160,12,3390,269,14
4160,12,9689,269,14
4160,12,3803,269,14
4160,12,7521,269,14
4160,13,403,2584,58
4160,13,5854,2584,58
4160,14,2464,269,14
4160,14,9689,269,14
4160,14,5806,269,14
4160,14,2676,269,14
4072,0,6309,1091,63
4072,0,5438,1605,44
4072,1,9075,2489,20
4072,2,4737,2409,63
4072,3,4411,3451,32
4072,4,8359,1515,57
4072,4,4599,1515,57
4072,4,4599,1515,57
4072,5,332,2187,20
4072,6,4599,1515,57
4072,6,4599,1515,57
4072,6,4599,1515,57
4072,6,7420,1556,32
4072,6,3441,1515,57
4072,6,3441,1515,57
4072,6,8049,2937,44
4072,7,2224,1293,40
4072,8,6568,4196,44
4072,9,46,4452,14
2175,0,9772,4396,29
2175,1,2198,3135,65
2175,1,1316,3135,44
2175,1,3374,3135,52
2175,1,3630,3135,65
2175,1,3508,3135,29
2175,1,4968,3135,23
2175,1,4329,3135,54
2175,1,4809,3135,57
2175,1,3902,3135,54
2175,1,7024,3135,65
2175,1,4329,3135,54
2175,2,1278,1293,40
2175,3,7335,121,65
2175,4,7797,3160,23
2175,5,825,1087,64
2175,5,825,1087,64
6554,0,4991,4657,9
6554,1,6788,3867,45
6554,2,7364,2980,9
6554,3,566,1117,44
6554,4,1647,3867,45
6554,5,7181,4538,64
6554,6,2297,2980,9
6554,7,1444,1742,0
6554,8,6788,3867,45
6554,9,663,4077,58
6554,9,4168,4269,15
6554,10,3310,3135,23
6554,10,4400,3135,44
6554,10,640,3135,42
6554,10,293,3135,58
6554,10,2321,3135,57
6554,11,2327,3507,21
6554,12,9694,543,58
6554,13,6322,981,16
6554,14,2793,1616,32
6554,14,5044,1616,32
6554,15,4228,4700,63
6554,16,346,3821,20
6554,17,1001,1523,20
6554,18,6050,2764,23
4672,0,7612,3649,17
4672,1,1152,405,45
4672,1,7612,3649,17
4033,0,7168,1030,15
4033,1,8976,3107,20
4033,1,1702,3107,65
4033,1,2308,3107,65
4033,1,2047,3107,47
4033,1,2862,3107,47
4033,1,9005,3107,47
4033,2,9380,4668,65
4033,2,4027,3448,65
4033,3,3429,4765,32
4033,4,8208,3448,57
4033,4,8208,3448,57
4033,4,8208,3448,57
4033,4,1244,3448,59
4033,5,8622,4014,32
4033,6,8313,1399,39
4033,6,2862,3107,47
4033,6,2296,3107,47
4033,6,3307,3107,65
4033,6,5942,3107,47
4033,7,6399,1366,39
4033,8,701,3107,65
4033,8,982,3107,47
4033,8,3855,3107,14
4033,8,3307,3107,65
4033,9,3099,3107,47
4033,9,3244,3107,47
4033,9,4448,3107,47
4033,9,2893,3107,65
4033,10,8050,1762,12
4033,11,1174,3107,47
4033,11,742,3107,45
4033,11,3888,3107,47
4033,11,7314,3107,65
4033,11,8943,3107,65
4033,11,3674,3107,65
4033,11,1370,3107,47
4033,12,2083,3844,20
7511,0,3690,1327,20
7511,1,1566,1,59
7511,2,2762,2652,67
7511,3,777,2377,58
7511,4,6909,1554,52
7511,4,1399,1606,52
7511,4,6888,1554,52
7511,4,5484,2959,9
7511,5,8800,201,52
7511,6,1112,3199,45
7511,7,366,216,50
7511,8,7612,3649,17
7511,8,7612,3649,17
7511,9,2663,1408,57
7511,10,8297,2682,52
7511,11,9499,2262,20
7511,12,8642,4265,20
7511,13,5484,2959,9
9749,0,1171,3859,64
9749,0,1171,3859,64
9749,0,1171,3859,64
9749,0,1171,3859,64
9749,0,1171,3859,64
9749,1,8311,4206,63
9749,2,1458,1085,23
9749,2,1458,1085,23
9749,3,6858,2579,23
9749,4,3002,3961,57
9749,4,3002,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,4,503,3961,57
9749,5,9656,4018,29
9749,5,4906,756,15
9749,6,4906,756,15
7127,0,801,4509,23
7127,1,7196,2612,22
7127,1,7196,2612,22
7127,1,7196,2612,22
7127,1,7196,2612,22
7127,1,7196,2612,22
7127,2,1174,3107,47
7127,3,982,3107,47
7127,4,982,3107,47
7127,4,3888,3107,47
7127,4,1174,3107,47
7127,4,639,3107,47
7127,5,982,3107,47
7127,6,801,4509,23
7127,7,4,1874,47
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
7127,8,7196,2612,22
6258,0,8449,4182,44
6258,1,3389,445,44
6258,2,7612,3649,17
6258,3,9371,1284,32
6258,4,2211,4584,23
2057,0,7431,1472,51
2057,1,4605,1472,51
2057,1,4605,1472,51
2057,2,5864,3135,23
2057,2,5864,3135,23
2057,2,4311,3135,32
2057,2,915,3135,18
2057,3,5864,3135,23
2057,3,5864,3135,23
2057,3,915,3135,18
2057,3,2029,3135,44
2057,4,8726,1889,18
2057,4,8726,1889,18
2057,4,8726,1889,18
2057,4,8726,1889,18
2057,4,8726,1889,18
2057,4,5688,1889,18
2057,4,5688,1889,18
2057,4,5688,1889,18
2057,4,5688,1889,18
2057,4,5688,1889,18
2057,4,8726,1889,18
2057,4,85,1889,44
2057,4,5688,1889,18
2057,4,8726,1889,18
3132,0,6306,4624,14
3132,0,5040,3256,32
3132,0,5040,3256,32
3132,1,3048,398,63
3132,1,6039,398,22
3132,1,1379,398,67
3132,1,1379,398,67
3132,1,1379,398,67
3132,1,1379,398,67
3132,1,2630,398,57
3132,1,8596,398,18
3132,1,6656,398,23
3132,2,2860,3070,14
3132,2,3708,1244,20
3132,3,2382,1665,47
3132,4,3498,4014,32
3132,5,3443,4058,47
3132,6,8468,1405,20
3132,6,8468,1405,20
3132,6,5398,1405,20
3132,6,7152,1405,20
3132,7,9680,2934,20
3132,8,6006,2183,20
3132,8,9020,2359,44
3132,9,6210,1129,23
3132,10,6210,1129,23
3132,11,7064,4222,20
3132,12,9808,3826,0
3132,12,8910,1746,66
3132,12,8910,1746,66
7828,0,3105,2404,45
7828,1,3269,4234,22
7828,1,3269,4234,22
7828,1,730,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,1,4218,4234,22
7828,2,1182,4234,22
7828,2,3269,4234,22
7828,2,1182,4234,22
7828,2,1182,4234,22
7828,3,7612,3649,17
8355,0,963,2802,32
8355,1,315,1370,50
8355,1,4058,176,35
8355,1,4287,304,47
8355,2,47,3213,55
8355,2,4875,2377,67
8355,2,777,2377,58
8355,2,4106,2377,54
8355,2,680,2377,54
8355,3,5490,888,32
8355,3,5490,888,32
8355,3,5490,888,32
8355,3,5490,888,32
8355,4,2826,3311,14
8355,4,6064,3311,14
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,6776,102,52
8355,5,1842,102,52
8355,5,6776,102,52
8355,6,8377,1441,44
8355,7,4122,2377,55
8355,8,6405,4222,20
8355,8,8561,4222,20
8355,8,4135,4222,20
8355,9,7612,3649,17
8355,10,2790,3311,14
8355,10,2955,3311,14
8355,10,6064,3311,14
8355,11,5598,4454,9
8355,11,2381,4291,15
8355,12,9165,4500,32
8355,13,7612,3649,17
8355,14,2381,4291,15
8355,15,5410,3311,14
8355,16,615,3311,14
8355,16,2429,3311,14
8355,17,2763,1108,50
8355,17,2763,1108,50
8355,17,2763,1108,50
172,0,7490,3626,62
172,0,566,1117,44
172,1,3957,25,57
172,1,3957,25,57
172,2,7612,3649,17
172,3,3226,4207,63
172,4,7612,3649,17
172,5,4460,1489,58
172,5,4460,1489,58
172,5,4460,1489,58
172,6,566,1117,44
172,7,1122,1078,15
172,7,7590,1078,64
172,7,7590,1078,64
172,7,7590,1078,64
172,7,7590,1078,64
172,8,4460,1489,58
172,8,4460,1489,58
172,9,7620,1489,58
172,10,5993,475,42
1563,0,3274,486,55
1563,1,3617,270,58
1563,2,9560,948,14
1563,3,4116,1181,38
1563,3,1423,1181,38
1563,3,1443,1217,38
1563,3,1443,1217,38
1563,4,8276,2643,2
1563,5,8788,671,32
1563,5,4239,671,32
1563,5,4658,671,32
1563,6,580,587,57
1563,6,580,587,57
1563,6,580,587,57
1563,6,580,587,57
1563,7,4735,948,14
1563,8,580,587,57
1563,9,4492,1734,20
1563,10,9382,1253,64
1563,11,3238,1181,38
2410,0,4308,2924,32
2410,1,3842,269,14
2410,1,7975,269,14
3165,0,5729,3990,63
3165,1,791,3825,23
3165,2,5349,2377,55
3165,3,7612,3649,17
3165,4,894,3537,44
3165,5,3775,1012,32
3165,5,7432,1012,36
3165,5,5667,1012,32
3165,5,4435,1012,32
3165,5,6546,1012,36
3165,6,2156,2851,32
3165,6,2156,2851,32
3165,7,6634,3663,32
3165,8,8688,1012,35
3165,8,4770,1012,35
3165,9,7030,462,59
3165,9,7030,462,59
3165,9,7030,462,59
3165,9,7030,462,59
3165,10,6059,4051,15
3165,10,6059,4051,15
5650,0,5753,2649,14
5650,1,1578,3436,51
5650,1,1578,3436,51
5650,2,6910,1804,0
5650,3,2166,3366,12
5650,4,3243,3832,51
5650,5,270,310,66
5650,6,2543,3757,20
5650,7,9808,3826,0
5650,8,5540,194,66
5650,9,6938,3138,60
5650,9,6938,3138,60
5650,10,395,874,32
5650,11,9808,3826,0
4604,0,9302,842,15
4604,1,2392,4417,58
4604,1,9494,4417,58
4604,1,9494,4417,58
4604,1,6726,2636,50
4604,2,2392,4417,58
4604,2,9494,4417,58
4604,2,9494,4417,58
4604,2,9494,4417,58
4604,3,3715,3369,2
4604,4,2749,587,57
4604,5,9422,1546,0
4604,6,3253,2574,2
4604,7,8441,3647,64
4604,7,8441,3647,64
4604,8,8441,3647,64
5512,0,7154,2868,38
5512,1,6293,3984,44
5512,2,1181,1221,43
5512,3,3105,2404,45
5512,4,9120,575,66
5512,4,9120,575,66
5512,5,1078,4307,50
5512,6,2725,269,14
5512,6,3645,269,14
5512,6,8978,269,14
5512,6,5973,269,14
5512,6,115,269,14
9397,0,1166,3378,20
9397,0,5093,3378,20
9397,0,8831,3378,20
9397,1,5093,3378,20
9397,1,1166,3378,20
9397,2,2157,3454,32
1795,0,7187,1035,60
1795,0,7187,1035,60
1795,1,3210,1970,59
4058,0,1746,4308,51
4058,0,9377,3861,51
4058,1,4478,1653,20
4058,2,7645,2605,0
4058,3,1202,2565,51
4058,4,1487,582,58
4058,4,1354,4370,43
4058,5,9070,4535,17
4058,6,7563,4209,65
4058,7,9070,4535,17
4058,8,1336,725,65
4058,8,4889,725,47
4058,9,8662,1347,0
9243,0,2582,2268,52
9243,1,5737,2159,58
9243,2,213,4237,29
9243,2,2013,250,63
9243,2,2013,250,63
9243,3,7480,2497,31
9243,4,4661,545,60
9243,5,2970,909,44
9243,6,2258,4547,63
9243,6,2258,4547,63
9243,7,6279,1372,58
9243,7,6279,1372,58
9243,7,6279,1372,58
9243,8,4788,34,45
9243,8,3849,298,59
9243,8,1246,298,23
9243,8,2867,298,23
8163,0,1990,646,32
8163,1,8282,4425,16
8163,2,6089,1873,64
8163,3,5428,523,23
8163,3,2987,3374,23
8163,4,5297,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,4,3113,2612,22
8163,5,3711,450,64
8163,5,3711,450,64
8163,5,3711,450,64
8163,5,3711,450,64
8163,5,3711,450,64
8163,6,555,1889,23
8163,6,9040,1889,59
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,6,5688,1889,18
8163,7,5836,2003,5
2402,0,8352,4196,44
2402,1,4306,458,14
2402,1,3677,458,14
2402,1,3942,458,14
2402,1,7281,2169,45
2402,2,2860,3070,14
2402,3,9591,771,14
2402,3,5982,771,14
2402,4,7982,4563,20
9588,0,1317,2538,32
9588,1,5317,3267,32
9588,2,1317,2538,32
9588,3,6883,1882,17
9588,3,6883,1882,17
9588,3,3996,1882,17
9588,3,3996,1882,17
9588,3,3996,1882,17
9588,4,2214,885,22
9588,4,2214,885,22
9588,4,2214,885,22
9588,5,5459,4234,22
9588,5,4155,4234,22
9588,5,4155,4234,22
9588,5,4155,4234,22
9588,5,4155,4234,22
9588,5,5459,4234,22
9588,5,5459,4234,22
9588,5,730,4234,22
9588,5,5459,4234,22
9588,5,730,4234,22
9588,5,730,4234,22
9588,5,730,4234,22
9588,5,730,4234,22
9588,5,5459,4234,22
9588,6,1317,2538,32
9588,7,3996,1882,17
9588,8,3549,690,32
7488,0,4533,248,58
7488,1,3324,766,39
7488,2,1691,269,14
7488,2,9193,269,14
7488,2,3803,269,14
7488,2,3766,269,14
7488,2,2323,269,14
7488,3,4437,2598,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,3,401,2333,59
7488,4,8019,3736,32
7488,4,211,3736,32
7488,5,8814,1921,0
7488,6,5419,204,66
7488,6,8278,3834,0
7488,7,8278,3834,0
7488,7,8716,2482,58
7488,8,5060,4222,20
7488,8,2487,4222,20
7488,9,2043,593,5
1852,0,2366,3439,20
1852,1,4954,1319,66
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
1852,2,4088,1786,51
8513,0,7612,3649,17
8513,1,9424,1481,52
8513,2,8195,1232,59
8513,2,4532,1232,59
8513,3,9424,1481,52
8513,3,635,1481,9
8513,4,3908,4222,20
8513,4,9403,4222,20
8513,5,7898,2944,52
8513,5,7898,2944,52
8513,5,7898,2944,52
8513,6,2147,1481,52
8513,7,7612,3649,17
1888,0,3080,2763,66
1888,0,3080,2763,66
1888,1,1187,1911,0
511,0,7976,615,59
511,1,5248,3384,39
511,1,5248,3384,39
511,1,5248,3384,39
511,2,7725,4565,47
511,2,1890,4565,47
511,3,716,1633,38
511,4,7632,1265,20
879,0,9123,269,14
879,0,6971,269,14
879,0,6827,269,14
879,0,1486,269,14
879,1,2487,4222,20
879,1,5060,4222,20
879,2,2260,269,14
879,2,6873,269,14
879,2,1441,269,14
879,2,4766,269,14
879,2,2878,269,14
879,3,1190,3224,52
879,4,8690,4479,66
879,4,8690,4479,66
879,4,8690,4479,66
879,5,8903,269,14
879,5,5778,269,14
879,5,1430,269,14
879,5,1486,269,14
879,5,8608,269,45
879,5,7251,269,14
879,5,5748,269,14
879,6,5989,2761,20
879,6,5989,2761,20
879,7,7185,269,14
879,7,3150,269,14
879,7,6919,269,14
879,7,3282,269,14
879,7,5498,269,45
879,7,8773,269,14
879,7,8608,269,45
879,7,4677,269,14
879,8,7185,269,14
879,8,4677,269,14
879,8,1430,269,14
879,8,9116,269,14
879,8,5806,269,14
879,8,8903,269,14
879,8,5806,269,14
879,8,9123,269,14
1258,0,6848,4767,60
1258,0,6848,4767,60
1258,0,6848,4767,60
1258,1,1751,3443,0
1258,2,8045,4042,57
1258,2,8030,1337,42
2510,0,531,4222,20
2510,0,2918,1424,65
2510,0,3908,4222,20
2510,0,2080,4222,20
2510,0,7310,1597,20
2510,0,6594,4222,20
2510,0,8491,4222,20
2510,0,7706,4222,20
2510,0,7749,4222,20
2510,0,2487,4222,20
2510,1,7959,4222,20
2510,1,2487,4222,20
2510,1,7824,4222,20
2510,1,6581,4222,20
2510,1,6767,4222,20
2510,1,3908,4222,20
2510,1,4522,4222,20
2510,1,3212,4222,20
2510,1,4135,4222,20
2510,1,4522,4222,20
2510,2,2803,3311,14
2510,2,3255,3311,14
2510,2,6566,3311,14
2510,3,896,526,44
2510,3,896,526,44
2510,3,6716,691,20
2510,4,2370,3311,14
2510,4,106,3311,14
2510,4,8356,3311,14
2510,4,8833,3311,14
2510,4,668,3311,14
2510,4,2803,3311,14
2510,4,3255,3311,14
2510,5,4768,1616,35
2510,6,5516,4222,20
2510,6,4522,4222,20
2510,6,7959,4222,20
2510,6,3212,4222,20
2510,6,6581,4222,20
